id,Type,Name,Grade,District,Lat,Lon,Reviewer_Nationality
290,Restaurants,PUBS AND PLACES (DIYAWANNA),A,Colombo,80.01667,6.86667,United Kingdom
291,Restaurants,SUPIPI LANKA RESTAURANT & PUB,B,Gampaha,80,7.13333,Ireland
292,Restaurants,QBAA,A,Colombo,80.01667,6.86667,Netherlands
293,Restaurants,PUBS AND PLACES (COLOMBO),A,Colombo,80.01667,6.86667,Switzerland
294,Restaurants,OAK RAY RESTAURANT.,A,Kandy,80.625828,7.295044,United Kingdom
295,Restaurants,S.K RESTURANT,A,Kilinochchi,80.40879624,9.384138045,United Kingdom
296,Restaurants,BEEHIVE BY RNR,A,Colombo,80.01667,6.86667,France
297,Restaurants,SENSASIA,B,Gampaha,79.916392,7.031163,United Kingdom
298,Restaurants,SARAVA VILLAGE,B,Galle,80.223192,6.043279,United Kingdom
299,Restaurants,CLEOPATRA RESTAURANT,A,Colombo,80.01667,6.86667,United States of America
300,Restaurants,41 SUGAR,A,Colombo,80.01667,6.86667,United Kingdom
301,Restaurants,NIPUNA RESTAURANT (ALAWWA),A,Kurunegala,80.01667,6.86667,United Kingdom
302,Restaurants,SOVEREIGN GERMAN RESTUARANT,A,Colombo,79.893438,6.877014,Slovenia
303,Restaurants,BEACH WADIYA,A,Colombo,80.01667,6.86667,Italy
304,Restaurants,BARS CAFE,A,Colombo,80.01667,6.86667,United Kingdom
305,Restaurants,MINISTRY OF CRAB,A,Colombo,79.84481997,6.934345537,Australia
306,Restaurants,NIPPON RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
307,Restaurants,GRAND MONARCH,A,Colombo,79.87758977,6.914816955,Panama
308,Restaurants,JO - JOS PLACE,B,Colombo,79.866418,6.842919,Netherlands
309,Restaurants,RONS RESTAURANT & BAR,B,Gampaha,79.92739077,6.978059805,United States of America
310,Restaurants,THE NEW PAN RESTAURANT,A,Gampaha,79.843249,7.206416,Belgium
311,Restaurants,TSING TAO,A,Colombo,80.01667,6.86667,United States of America
312,Restaurants,JACK TREE RESTAURANT,A,Colombo,80.01667,6.86667,United States of America
313,Restaurants,MALLIKA TRADING COMPLEX,B,Kandy,80.625828,7.295044,United States of America
314,Restaurants,PUBS AND PLACES (HIKKA CAFE),B,Galle,80.223192,6.043279,United Kingdom
315,Restaurants,NEW BLUE LAGOON RESTURANT,B,Kalutara,79.98295985,6.454930267,United Kingdom
316,Restaurants,VIENNA KAROKE BAR AND RESTAURANT,B,Colombo,80.01667,6.86667,United Kingdom
317,Restaurants,TAMARIND TREE,B,Gampaha,79.882085,7.166002,United Kingdom
318,Restaurants,TAPHOUSE BY R N R,A,Colombo,80.01667,6.86667,United Kingdom
319,Restaurants,E.A.P.RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
320,Restaurants,GAWRAWA NETHWAN,A,Colombo,79.96523447,6.841388419,United Kingdom
321,Restaurants,SEASONS,A,Colombo,80.01667,6.86667,New Zealand
322,Restaurants,SUN FLOWERS RESTAURANT,B,Kalutara,79.982049,6.460387,United Kingdom
323,Restaurants,TROPICAL VILLAGE RESORT,B,Matale,80.656148,7.866782,United Kingdom
324,Restaurants,MACHAN (PANNIPITIYA),A,Colombo,79.945297,6.834129,Switzerland
325,Restaurants,LUFORTUNE,B,Hambantota,81.16667,6.25,United Kingdom
326,Restaurants,KINNAREE RESTAURANTS,A,Colombo,80.01667,6.86667,Netherlands
327,Restaurants,LA FIESTA RESTURANT AND BAR,A,Colombo,79.84481997,6.934345537,Ireland
328,Restaurants,MANJE RESTURANT,B,Matale,80.656148,7.866782,France
329,Restaurants,JETTERS,A,Colombo,79.98429232,6.935757206,United Kingdom
330,Restaurants,JAMBO RESTAURANT,A,Colombo,79.880242,6.838232,Ireland
331,Restaurants,C LOUNGE,A,Colombo,80.01667,6.86667,United States of America
332,Restaurants,T LOUNGE BY DILMAH,B,Colombo,80.01667,6.86667,United Kingdom
333,Restaurants,SHANGHAI RESTAURANT,B,Colombo,79.92270336,6.801843915,United Kingdom
334,Restaurants,PRASANGIKA RESTURANT,B,Gampaha,80.12020262,6.975913454,United Kingdom
335,Restaurants,CHANNA RESTURANT,A,Kegalle,80.34513535,7.25319971,Austria
336,Restaurants,THE BOULEVARD,A,Colombo,80.01667,6.86667,United Kingdom
337,Restaurants,LONG TENG CHINESE RESTURANT,A,Kegalle,80.19653913,7.224960913,Ireland
338,Restaurants,MACHAN (DAMBULLA),A,Matale,80.656148,7.866782,United Kingdom
339,Restaurants,VICEROY SPECIAL RESTURANT,B,Colombo,80.01667,6.86667,United Kingdom
340,Restaurants,SHIRANI RESTAURANT,A,Colombo,80.01667,6.86667,France
341,Restaurants,MACHAN (JA ELA),A,Gampaha,80,7.13333,United Kingdom
342,Restaurants,MACHAN (NEGAMBO),A,Gampaha,79.843249,7.206416,Turkey
343,Restaurants,SEA FOOD RESTAURANT,A,Hambantota,80.79599348,6.021950937,Belgium
344,Restaurants,TGI FRIDAYS,A,Colombo,79.84481997,6.934345537,United Kingdom
345,Restaurants,SAMANALA RESTAURANT (MAHO),B,Kurunegala,80.27356697,7.823914353,Ireland
346,Restaurants,DOLCE VITA,B,Gampaha,79.84289632,7.261352077,Poland
347,Restaurants,AMBA SEVANA RESTAURANT,B,Gampaha,79.893962,6.971391,United Kingdom
348,Restaurants,GAYANS FAMILY RESTURANT,B,Colombo,79.94050736,6.927277142,United Kingdom
349,Restaurants,THIDAS ARANA RESTAURANT,A,Polonnaruwa,80.991192,7.93454,United Kingdom
350,Restaurants,HOTEL RIVER ISLAND,A,Puttalam,79.84130787,7.342640734,United Kingdom
351,Restaurants,SANPAOLO GARDENS RESTURANT,A,Puttalam,79.84130787,7.342640734,Ireland
352,Restaurants,FUNKY DE BAR,B,Galle,80.223192,6.043279,Turkey
353,Restaurants,PEKING PALACE,A,Colombo,79.88719208,6.886982359,Australia
354,Restaurants,CLIQUE RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
355,Restaurants,AMARAVATHI RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
356,Restaurants,UPALIS BY NAWALOKA,A,Colombo,80.01667,6.86667,Brazil
357,Restaurants,IBIZA RESTAURANT,B,Colombo,79.87489147,6.81773117,United Kingdom
358,Restaurants,ROYAL CHINES RESTAURANT,B,Matara,80.5,6.16667,United Kingdom
359,Restaurants,WHIGHTE AND CO CAFE,A,Colombo,80.01667,6.86667,United Kingdom
360,Restaurants,VICEROY II,B,Colombo,80.01667,6.86667,United Kingdom
361,Restaurants,RAILWAY CATERING SERVICE,B,Colombo,79.84481997,6.934345537,United Kingdom
362,Restaurants,TRANQUIL ULTRA LOUNGE,A,Colombo,80.01667,6.86667,United States of America
363,Restaurants,FLAMINGO HOUSE,A,Colombo,80.01667,6.86667,United Kingdom
364,Restaurants,TUSKER RESTAURANT,A,Gampaha,79.84151465,7.235216202,Italy
365,Restaurants,WHICH WAY WEST-CAFE-PUB-LOUNGE,A,Colombo,80.01667,6.86667,Italy
366,Restaurants,ORO 1889,B,Colombo,80.01667,6.86667,United Kingdom
367,Restaurants,LEMONGRASS (PALAWATTA),A,Colombo,80.01667,6.86667,Netherlands
368,Restaurants,NOMADS & CO,A,Colombo,80.01667,6.86667,United Kingdom
369,Restaurants,WINE CONNECTION,A,Colombo,80.01667,6.86667,Malaysia
370,Restaurants,KAEMASUTRA RESTURANT,A,Colombo,80.01667,6.86667,Italy
371,Restaurants,PREGO,A,Gampaha,79.84289632,7.261352077,United Kingdom
372,Restaurants,KING TASTE RESTURANT,A,Colombo,79.88855515,6.797393469,Netherlands
373,Restaurants,CAFE CEYLON RESTAURANT,A,Galle,80.3622999,5.973516323,United Kingdom
374,Restaurants,BLUE SKY RESTAURANT,A,Colombo,79.880242,6.838232,United Kingdom
375,Restaurants,MIYULA RESTAURANT,B,Kegalle,80.4889756,7.255931871,United Kingdom
376,Restaurants,169 RESTURANT,B,Matale,80.656148,7.866782,United Kingdom
377,Restaurants,SENWIN RESTAURANT,A,Galle,80.27305023,6.244330739,Portugal
378,Restaurants,TALPE BEACH,A,Galle,80.223192,6.043279,United Kingdom
379,Restaurants,KANDOORI RESTAURANT (COLOMBO),A,Colombo,80.01667,6.86667,United States of America
380,Restaurants,THE SUSHIBAR SAMURAI,A,Gampaha,79.843249,7.206416,Croatia
381,Restaurants,TSUKIJI UOICHI,A,Colombo,80.01667,6.86667,United Kingdom
382,Restaurants,YUZHENGE RESTAURANT,A,Colombo,80.01667,6.86667,Germany
383,Restaurants,SINGHARAJA,A,Kalutara,79.99889854,6.43264941,Turkey
384,Restaurants,CITY RESTAURANT,B,Mullaitivu,80.81401289,9.269227958,Australia
385,Restaurants,TAPHOUSE BY RNR,A,Galle,80.21701955,6.027174863,Spain
386,Restaurants,RASARA RESTAURANT,B,Moneragala,81.33333,6.66667,Taiwan
387,Restaurants,TANG DYNASTY CHINESE RESTAURANT,A,Colombo,80.01667,6.86667,Denmark
388,Restaurants,DAFFODIL HOTEL,A,Mullaitivu,80.81401289,9.269227958,Iceland
389,Restaurants,KAMLO SEA FOOD RESTAURANT,B,Gampaha,79.843249,7.206416,Iran
390,Restaurants,ROSANDA RESTAURANT,B,Gampaha,80.05534513,7.281634948,Austria
391,Restaurants,HOTEL PARAMA,B,Galle,80.29806,6.25361,United Kingdom
392,Restaurants,WANAPETHA RESTAURANT,B,Colombo,79.94078857,6.795683175,United Kingdom
393,Restaurants,THE WHITE HOUSE RESTAURANT.,A,Galle,80.223192,6.043279,United Kingdom
394,Restaurants,ANKARA TURKISH RESTAURANT,A,Colombo,79.8577188,6.890180438,Israel
395,Restaurants,LA ROZA RESTAURANT,B,Colombo,79.98429232,6.935757206,United Kingdom
396,Restaurants,THE GRAND TOURIST HOLIDAY RESORT,B,Anuradhapura,80.5,8.33333,United Kingdom
397,Restaurants,DKN CAFE,A,Colombo,79.898096,6.893707,United Kingdom
398,Restaurants,GAMMANAYA ECO TOURISM RESTAURANT.,B,Matara,80.56061799,6.342563726,United Kingdom
399,Restaurants,GRAND BEIJING SEAFOOD CHINESE RESTAURANT,A,Colombo,80.01667,6.86667,Australia
400,Restaurants,GRAND LAKE HOTEL,B,Batticaloa,81.701831,7.718471,Ireland
401,Restaurants,SRI SIAM AUTHENTIC THAI RESTAURANT,B,Colombo,79.85911757,6.87438447,United Kingdom
402,Restaurants,10 10 KRUA THAI,A,Colombo,79.945297,6.834129,Norway
403,Restaurants,THE CLUB,B,Gampaha,79.843249,7.206416,United Kingdom
404,Restaurants,CAFE FRANCAIS BY POURCEL,A,Colombo,80.01667,6.86667,United Kingdom
405,Restaurants,PEDLARS INN CAFE,A,Galle,80.223192,6.043279,United Kingdom
406,Restaurants,SILK ROAD CHINESE RESTAURANT,A,Colombo,80.01667,6.86667,Ireland
407,Restaurants,CLEMENTS,A,Gampaha,79.883006,6.9889,United States of America
408,Restaurants,RED ORCHIDS,A,Colombo,80.01667,6.86667,United States of America
409,Restaurants,PANACEA RESTAURANT,B,Colombo,79.945297,6.834129,Australia
410,Restaurants,MONTE ZITA RESTAURANT,A,Colombo,80.01667,6.86667,United States of America
411,Restaurants,SEOUL,A,Colombo,80.01667,6.86667,United States of America
412,Restaurants,ANARGAYA RESTAURENT,B,Galle,80.29806,6.25361,Australia
413,Restaurants,GOLDEN RIVER HOLIDAY RESORT,B,Puttalam,79.84130787,7.342640734,United Kingdom
414,Restaurants,XIANG YUN CHINESE RESTAURANT,A,Kandy,80.625828,7.295044,United Kingdom
415,Restaurants,OFF THE HOOK,A,Colombo,80.01667,6.86667,United Kingdom
416,Restaurants,ENJOLA RESTAURANT,B,Gampaha,79.98584339,7.286360441,United Kingdom
417,Restaurants,DIO JEY RESTAURENT,B,Gampaha,80.09595277,6.950891739,United Kingdom
418,Restaurants,WAAHALKADA RESTAURANT,B,Kegalle,80.19653913,7.224960913,Italy
419,Restaurants,MISS SUGAR,A,Gampaha,79.843249,7.206416,Canada
420,Restaurants,GARTONS ARK RESTAURANT,A,Colombo,79.893438,6.877014,United States of America
421,Restaurants,TURF RESTAURANT,A,Colombo,80.01667,6.86667,United States of America
422,Restaurants,SHANDONG THE CHINESE KITCHEN,A,Colombo,79.898096,6.893707,Sweden
423,Restaurants,BERLIN SKY LOUNGE,A,Colombo,79.8558871,6.923879449,Germany
424,Restaurants,THE TUNA AND THE CRAB,A,Galle,80.223192,6.043279,Australia
425,Restaurants,KANDY KITCHEN,A,Kandy,80.625828,7.295044,Australia
426,Restaurants,PST RESTAURANT,A,Colombo,80.01667,6.86667,United States of America
427,Restaurants,BLUE SKY RESTAURANT,B,Colombo,80.01667,6.86667,United States of America
428,Restaurants,CHAPTER ONE,A,Colombo,79.90916432,6.903166337,United States of America
429,Restaurants,SUDARSHAN RESTAURANT,A,Colombo,80.01667,6.86667,Netherlands
430,Restaurants,ROYAL SIGIRIYA RESTAURANT,B,Matale,80.746205,7.942106,India
431,Restaurants,HERITAGE RESTAURANT,A,Matale,80.75,7.66667,United Kingdom
432,Restaurants,NALLUR BHAVAN,B,Jaffna,80.02902763,9.67349082,United Kingdom
433,Restaurants,MATHURA MADRAS WOODLANDS,A,Colombo,80.01667,6.86667,Canada
434,Restaurants,THE RE-PUB.LK,A,Colombo,80.01667,6.86667,Australia
435,Restaurants,BLUE SAPPHIRE RESTAURANT,B,Moneragala,81.10183588,6.731780406,United Kingdom
436,Restaurants,SUGAR,B,Galle,80.223192,6.043279,Finland
437,Restaurants,TONG NI ROAST MEAT RESTAURANT,A,Colombo,80.01667,6.86667,Saudi Arabia
438,Restaurants,THE MANHATTAN FISH MARKET,A,Colombo,79.898096,6.893707,Sweden
439,Restaurants,BARRACUDA SEA FOOD & GRILL,B,Colombo,79.880242,6.838232,United States of America
440,Restaurants,VOC CAFE,B,Colombo,80.01667,6.86667,United Kingdom
441,Restaurants,SKY BOLLYWOOD LOUNGE,A,Colombo,80.01667,6.86667,China
442,Restaurants,LAVINIA RESTAURANT & HOTEL,B,Colombo,79.86743585,6.833082021,Belgium
443,Restaurants,LOBBY BISTRO PLATINUM 1,A,Colombo,80.01667,6.86667,United Kingdom
444,Restaurants,DOMINANT RAJAGIRIYA,A,Colombo,79.89621755,6.909504175,United Kingdom
445,Restaurants,OSTERIA ROMANA INDURUWA,A,Galle,80.01055584,6.373973957,Canada
446,Restaurants,KUURAKU JAPANESE RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
447,Restaurants,MAKYE AME RESTAURANT,B,Colombo,80.01667,6.86667,Australia
448,Restaurants,MOMO,A,Gampaha,79.843249,7.206416,United Kingdom
449,Restaurants,THE REGENT COUNTRY CLUB,A,Colombo,79.95461888,6.904072342,United Kingdom
450,Restaurants,CANTEN CHINESE RESTAURANT,B,Colombo,79.87470724,6.878551848,United States of America
451,Restaurants,COCKPIT COLOMBO,A,Colombo,80.01667,6.86667,Israel
452,Restaurants,CEYLON TEA FACTORY RESTAURANT,A,Badulla,81.15699275,6.93540042,Isle of Man
453,Restaurants,HOTEL INDOORA,A,Kurunegala,80.366868,7.486218,France
454,Restaurants,DINE INN REATAURANT,A,Colombo,80.01667,6.86667,Norway
455,Restaurants,THE SIZZLE,A,Colombo,79.880242,6.838232,Canada
456,Restaurants,FILL FAMILY RESTAURANT,B,Gampaha,79.894797,7.053406,United States of America
457,Restaurants,SUSHI BAR SAMURAI,A,Colombo,79.89621755,6.909504175,United Kingdom
458,Restaurants,H.BROTHER'S BROASTED CHICKEN,A,Colombo,80.01667,6.86667,United States of America
459,Restaurants,GOLDEN SPOON SPICES,A,Colombo,79.880242,6.838232,Switzerland
460,Restaurants,FREE TRADE ZONE LIANA,B,Gampaha,79.87166754,7.156773068,United Kingdom
461,Restaurants,SILK LOUNGE AND RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
462,Restaurants,LAK LAGUNA RESTAURANT,B,Puttalam,79.76615078,8.23680624,Liechtenstein
463,Restaurants,THE EXCHANGE RESTAURANT,B,Colombo,80.01667,6.86667,Saudi Arabia
464,Restaurants,MATHURA MADRAS WOODLANDS,A,Colombo,80.01667,6.86667,Ireland
465,Restaurants,K.D.K.RESTAURANT,B,Mullaitivu,80.81401289,9.269227958,United Kingdom
466,Restaurants,FAT PANDA,A,Colombo,80.01667,6.86667,United Kingdom
467,Restaurants,BLUE GINGER RESTAURANT,A,Gampaha,79.84535985,7.219411131,United Kingdom
468,Restaurants,LIKOORI,B,Colombo,79.85523624,6.895296554,United Kingdom
469,Restaurants,GREEN VILLA FAMILY RESTAURANT,A,Colombo,79.95461888,6.904072342,United Kingdom
470,Restaurants,HE PING RESTAURANT,A,Colombo,79.87489147,6.81773117,Chile
471,Restaurants,MONSOON COLOMBO,A,Colombo,80.01667,6.86667,United Kingdom
472,Restaurants,SHAN CITY CHINEESE RESTAURANT,B,Kandy,80.625828,7.295044,United Arab Emirates
473,Restaurants,CHINESE DELIGHT RESTAURANT,A,Colombo,80.01667,6.86667,United Kingdom
474,Restaurants,SAMEEHA FAMILY RESTAURANT,A,Gampaha,79.84535985,7.219411131,United Kingdom
475,Restaurants,SEA PORT RESTAURANT,A,Gampaha,79.843249,7.206416,United States of America
476,Restaurants,AMUSEUM,A,Colombo,80.01667,6.86667,United Kingdom
477,Spa & Wellness Centers,AZMARA SPA - CINNAMON LAKESIDE,C,Colombo,80.01667,6.86667,United Kingdom
478,Spa & Wellness Centers,AZMARA SPA - BENTOTA BEACH HOTEL,A,Kalutara,80.16667,6.58333,United States of America
479,Spa & Wellness Centers,AZMAARA SPA - CINNAMON LODGE,B,Polonnaruwa,80.75549967,8.03988765,United Kingdom
480,Spa & Wellness Centers,SPA CEYLON AYURVEDA - COLOMBO 02,C,Colombo,80.01667,6.86667,Iceland
481,Spa & Wellness Centers,ANGSANA SPA,C,Colombo,80.01667,6.86667,South Africa
482,Spa & Wellness Centers,COCO SPA - HERITANCE TEA FACTORY,A,Nuwara Eliya,80.75,7,United Kingdom
483,Spa & Wellness Centers,COCO SPA - HERITANCE AHUNGALLE,B,Kalutara,80.16667,6.58333,Germany
484,Spa & Wellness Centers,DIVIYAN SPA - EARL'S REGENCY,C,Kandy,80.625828,7.295044,Ireland
485,Spa & Wellness Centers,COCO SPA - MT. LAVINIA HOTEL,A,Colombo,79.86743585,6.833082021,United Kingdom
486,Spa & Wellness Centers,COCO SPA - CLUB BENTOTA,B,Kalutara,79.99889854,6.43264941,Taiwan
487,Spa & Wellness Centers,COCO SPA - ULAGALLA WALAWWA,B,Anuradhapura,80.52298182,8.215715106,United States of America
488,Spa & Wellness Centers,SPA CEYLON AYURUVEDA,C,Colombo,80.01667,6.86667,Luxembourg
489,Spa & Wellness Centers,AZMAARA SPA-CINNAMON BAY,A,Kalutara,79.982049,6.460387,United Kingdom
490,Spa & Wellness Centers,SPA CEYLON AYURVEDA - HIKKADUWA,A,Galle,80.223192,6.043279,Hong Kong
491,Spa & Wellness Centers,JAL HEALTH AND BEAUTY SPA INVESTMENT (PVT) LTD,B,Colombo,80.01667,6.86667,Switzerland
492,Spa & Wellness Centers,WHITE BY SPA CEYLON,C,Colombo,80.01667,6.86667,Ireland
493,Spa & Wellness Centers,AZMAARA SPA-CHAAYA TRANZ,B,Galle,80.108277,6.135434,United Kingdom
494,Spa & Wellness Centers,COLOMBO COURTYARD(AMBER SPA),A,Colombo,80.01667,6.86667,United States of America
495,Spa & Wellness Centers,COCO SPA-THURYAA RESORT,B,Kalutara,80.16667,6.58333,United States Minor Outlying Islands
496,Spa & Wellness Centers,ANANTAYA COCO SPA,B,Puttalam,79.79567545,7.576507456,Canada
497,Spa & Wellness Centers,ARIYAANA,A,Colombo,79.90656844,6.903932464,Switzerland
498,Spa & Wellness Centers,ARIYANNA SPA-THE BLUE WATER,C,Kalutara,79.93051018,6.663972844,United Kingdom
499,Spa & Wellness Centers,SPA CEYLON AYURVEDA - GALLE FORT,B,Galle,80.21701955,6.027174863,Morocco
500,Spa & Wellness Centers,BAAN THAI,C,Colombo,80.01667,6.86667,United Kingdom
501,Spa & Wellness Centers,JIVA SPA - VIVANTA BY TAJ BENTOTA,A,Galle,79.99785433,6.421527648,United Kingdom
502,Spa & Wellness Centers,AYU SPA,C,Kandy,80.625828,7.295044,Norway
503,Spa & Wellness Centers,SENSES SPA.,B,Colombo,80.01667,6.86667,Australia
504,Spa & Wellness Centers,NIROGI SPA,A,Galle,79.99785433,6.421527648,China
505,Spa & Wellness Centers,COCO SPA-GRAND KANDYAN,A,Kandy,80.625828,7.295044,United States of America
506,Spa & Wellness Centers,H.E.R.HOLISTIC CENTER AND SPA,C,Gampaha,79.843249,7.206416,Germany
507,Spa & Wellness Centers,SPA CENVAREE,B,Galle,79.99785433,6.421527648,United Kingdom
508,Spa & Wellness Centers,INFINITY SPA,B,Gampaha,79.843249,7.206416,Oman
509,Spa & Wellness Centers,COCOSPA (PVT) LTD - CITRUS ( WASKADUWA ),A,Kalutara,80.16667,6.58333,Germany
510,Spa & Wellness Centers,SPA CEYLON AYURVEDA,C,Colombo,80.01667,6.86667,Lebanon
511,Spa & Wellness Centers,AZMAARA SPA - CINNAMON WILD - YALA,B,Hambantota,81.29896,6.268887,United States of America
512,Spa & Wellness Centers,AZMAARA SPA-CHAAYA BLU,C,Trincomalee,81.216793,8.578088,United Kingdom
513,Spa & Wellness Centers,SEA VIEW SPA,A,Colombo,80.01667,6.86667,Switzerland
514,Spa & Wellness Centers,RENOVA SPA,A,Galle,80.223192,6.043279,France
515,Spa & Wellness Centers,COCO SPA-ANANTAYA PASSIKUDAH,B,Batticaloa,81.569313,7.919323,United States of America
516,Spa & Wellness Centers,ANANTARA SPA-TANGALLE,C,Hambantota,80.79599348,6.021950937,United Kingdom
517,Spa & Wellness Centers,SPA CEYLON AYURVEDA-MAHAWELI REACH,C,Kandy,80.625828,7.295044,Australia
518,Spa & Wellness Centers,SPA CEYLON -HERITANCE NEGOMBO,A,Gampaha,79.843249,7.206416,Qatar
519,Spa & Wellness Centers,ANANTARA SPA-KALUTHARA,B,Kalutara,79.96873132,6.561329102,United Kingdom
520,Spa & Wellness Centers,ARIYANNA SPA - WATER GARDEN,B,Matale,80.746205,7.942106,United Arab Emirates
521,Spa & Wellness Centers,INFINITY SPA,C,Kalutara,79.910472,6.714417,Russia
522,Spa & Wellness Centers,NIROGI SPA,A,Hambantota,81.29896,6.268887,United States of America
523,Spa & Wellness Centers,INFINITY SPA,B,Kalutara,80.16667,6.58333,Sweden
524,Spa & Wellness Centers,ZEN ISLAND,C,Colombo,79.893438,6.877014,United Kingdom
525,Spa & Wellness Centers,"SPA CEYLON AYURVEDA,MOVENPICK HOTEL",A,Colombo,80.01667,6.86667,Ireland
526,Spa & Wellness Centers,JULIANA SPA,C,Colombo,80.01667,6.86667,United Kingdom
527,Spa & Wellness Centers,CEYLON HOLISTIC CENTRE,B,Colombo,79.86960802,6.897904602,United Kingdom
528,Spa & Wellness Centers,SPA OYA,A,Galle,80.3622999,5.973516323,Ireland
529,Spa & Wellness Centers,TRIVANA LOTUS SPA (PVT) LTD.,C,Colombo,80.01667,6.86667,Australia
530,Spa & Wellness Centers,ROYAL SEN SPA AND WELLNESS CENTER,B,Colombo,79.866418,6.842919,United Kingdom
531,Spa & Wellness Centers,SPA CEYLON AYURVEDA-BATTARAMULLA,C,Colombo,79.913892,6.897711,United Kingdom
532,Spa & Wellness Centers,L OCCITANE,A,Colombo,80.01667,6.86667,United Kingdom
533,Spa & Wellness Centers,QUEEN BEE SPA,B,Gampaha,79.843249,7.206416,Canada
534,Spa & Wellness Centers,AVANI SPA,C,Galle,79.99785433,6.421527648,United States of America
535,Spa & Wellness Centers,AYU SPA,A,Kalutara,79.982049,6.460387,United States of America
536,Spa & Wellness Centers,COCOSPA PVT LTD-HERITANCE KANDALAMA,B,Matale,80.656148,7.866782,Italy
537,Spice Gardens,INTERNATIONAL SPICE WALK,B,Matale,80.62596389,7.531057825,United Kingdom
538,Spice Gardens,PARAMOUNT 200,C,Matale,80.75,7.66667,United Kingdom
539,Spice Gardens,HAPPYLAND SPICE GARDEN,A,Matale,80.656148,7.866782,United Kingdom
540,Spice Gardens,RANWELI SPICE GARDEN,A,Matale,80.75,7.66667,United States of America
541,Spice Gardens,KOSGODA SPICE & HERBLE GARDEN,B,Galle,80.223192,6.043279,United States of America
542,Spice Gardens,NEW LUCKY LAND SPICE GARDEN,C,Kegalle,80.448137,7.251028,United Kingdom
543,Spice Gardens,NEW ALL SPICE GARDEN,B,Kegalle,80.34513535,7.25319971,United Kingdom
544,Spice Gardens,LUCKGROVE SPICE GARDEN,A,Matale,80.62596389,7.531057825,United Kingdom
545,Spice Gardens,LUCKYLAND-101,B,Matale,80.62596389,7.531057825,Hong Kong
546,Spice Gardens,ROYAL 100 SPICE AND HERBAL GARDEN,C,Matale,80.75,7.66667,Canada
547,Spice Gardens,REGENT SPICE GARDEN,A,Matale,80.62596389,7.531057825,United Kingdom
548,Spice Gardens,SIRILAK SPICE GARDEN,C,Matale,80.75,7.66667,Germany
549,Spice Gardens,SUSANTHA SPICE AND HERBAL GARDEN,B,Matale,80.75,7.66667,United Kingdom
550,Spice Gardens,SAFFARON SPICE GARDEN,A,Kegalle,80.34513535,7.25319971,Ireland
551,Spice Gardens,SURATHURA SPICE & HERBAL GARDEN,B,Matale,80.62320214,7.508611766,Hong Kong
552,Spice Gardens,ZORN SPICE GARDEN,C,Kegalle,80.38287889,7.273343265,United States of America
553,Spice Gardens,THE ISLAND SPICE GROOVE,C,Kegalle,80.387154,7.268821,Nigeria
554,Spice Gardens,ARUNALU SPICE GARDEN,A,Matale,80.75,7.66667,Australia
555,Spice Gardens,DIANA SPICE GARDEN,B,Matale,80.62596389,7.531057825,United States of America
556,Spice Gardens,96 DELIGHT SPICE GARDEN,A,Matale,80.63976444,7.675738063,United Kingdom
557,Spice Gardens,NEW PARADISE SPICE GARDEN,B,Matale,80.75,7.66667,Australia
558,Spice Gardens,NEW PARADISE SPICE GARDEN,C,Matale,80.01667,6.86667,Italy
559,Spice Gardens,KANDYAN SPICE GROVE,C,Kegalle,80.448137,7.251028,China
560,Spice Gardens,GREEN VALLEY SPICE GARDEN,A,Kegalle,80.387154,7.268821,South Africa
561,Spice Gardens,HIGHLAND SPICE GARDEN,B,Matale,80.75,7.66667,United Kingdom
562,Spice Gardens,NEW NILWALA SPICE GARDEN,B,Matale,80.62596389,7.531057825,United Kingdom
563,Spice Gardens,ISIWARA AYURVEDIC VILLAGE,C,Matale,80.75,7.66667,Canada
564,Spice Gardens,NEW REGENT SPICE AND HERBAL GARDEN,A,Kegalle,80.387154,7.268821,South Africa
565,Spice Gardens,EUPHORIA SPICE AND HERBAL(88),A,Matale,80.75,7.66667,Canada
566,Spice Gardens,GREENLAND SPICE GARDEN,B,Kegalle,80.387154,7.268821,United Kingdom
567,Spice Gardens,HERITAGE SPICE AND HERBS GARDEN-NO 11,C,Matale,80.75,7.66667,United Kingdom
568,Spice Gardens,GRAND REGENT,A,Matale,80.656148,7.866782,United Kingdom
569,Spice Gardens,NEW LUCKUYANA SPICE AND HERBAL GARDEN,C,Kegalle,80.34513535,7.25319971,United Kingdom
570,Spice Gardens,27 OLD VILLAGE SPICE & HERBLE GARDEN.,B,Matale,80.75,7.66667,United Kingdom
571,Spice Gardens,ISIRESA SPICE GARDEN,A,Polonnaruwa,80.77279539,8.032202639,Canada
572,Spice Gardens,RISIWARANA SPICE GARDEN,A,Matale,80.656148,7.866782,New Zealand
573,Tourist Shops,LAKMINI,C,Kandy,80.625828,7.295044,Sweden
574,Tourist Shops,ART LANKA,B,Kandy,80.625828,7.295044,Sweden
575,Tourist Shops,SIFANI JEWELLERS,B,Kandy,80.625828,7.295044,United Kingdom
