id,Type,Name,Grade,District,Lat,Lon,Reviewer_Nationality
576,Tourist Shops,TONY'S FAIR,A,Kandy,80.57619969,7.267811456,Netherlands
577,Tourist Shops,NISHANTHA WOOD CARVINGS,C,Polonnaruwa,80.991192,7.93454,United States of America
578,Tourist Shops,HOUSE OF FASHINES GARMENTS,A,Colombo,80.01667,6.86667,United Kingdom
579,Tourist Shops,HEMACHANDRAS,B,Kandy,80.625828,7.295044,United Kingdom
580,Tourist Shops,HEMACHANDRAS,C,Kandy,80.625828,7.295044,United Kingdom
581,Tourist Shops,NORITAKE LANKA PORECELAIN,C,Colombo,80.01667,6.86667,United Kingdom
582,Tourist Shops,PRASANNA GEM CENTER,A,Kandy,80.625828,7.295044,Germany
583,Tourist Shops,ASIAN GEMS & JEWELLERY,B,Colombo,79.86743585,6.833082021,United Kingdom
584,Tourist Shops,SERENE GEM GALLERY,C,Colombo,80.01667,6.86667,United Kingdom
585,Tourist Shops,KUBRA JEWELLERS,A,Colombo,80.01667,6.86667,United Kingdom
586,Tourist Shops,LAKMEDURA,B,Colombo,80.01667,6.86667,United Kingdom
587,Tourist Shops,HOUSE OF FASHION GARMENTS,B,Colombo,80.01667,6.86667,United Kingdom
588,Tourist Shops,TIESH BY LAKMINI,C,Colombo,80.01667,6.86667,United Kingdom
589,Tourist Shops,SILK & STYLE,A,Gampaha,79.843249,7.206416,Finland
590,Tourist Shops,BANDULA FERNANDO BATIKS,A,Kalutara,79.910472,6.714417,United Kingdom
591,Tourist Shops,DHANAJA GEM MUSEUM,B,Ratnapura,80.4022975,6.680369112,Belgium
592,Tourist Shops,FIOR DRISSAGE JEWELLERS,C,Gampaha,79.87624339,7.13117577,United Kingdom
593,Tourist Shops,PREMADASAS GEMS AND JEWELLERY,B,Colombo,80.01667,6.86667,France
594,Tourist Shops,PREMADASA GEMS AND JEWELLERY,A,Kandy,80.625828,7.295044,Malta
595,Tourist Shops,AMITH GEMS,B,Kandy,80.625828,7.295044,Spain
596,Tourist Shops,BATIK FAIR BY KOTTEGODA,B,Matale,80.62320214,7.508611766,United Kingdom
597,Tourist Shops,BATIK FAIR BY KOTTEGODA,A,Matale,80.656148,7.866782,Romania
598,Tourist Shops,BATIK LAND,C,Kandy,80.625828,7.295044,United Kingdom
599,Tourist Shops,DIAMOND DREAMS,B,Colombo,80.01667,6.86667,United Kingdom
600,Tourist Shops,A.M.A.CAREEM JEWELLERS,C,Gampaha,79.843249,7.206416,Czech Republic
601,Tourist Shops,A.M.A.CAREEM JEWELLERS,A,Gampaha,79.843249,7.206416,United Kingdom
602,Tourist Shops,A.M.A CAREEM JEWELLERS,C,Gampaha,79.843249,7.206416,Italy
603,Tourist Shops,ISINI GEM JEWELLERS,B,Kandy,80.625828,7.295044,United Kingdom
604,Tourist Shops,DERICK GEMS AND JEWELLERY,A,Galle,80.223192,6.043279,Ireland
605,Tourist Shops,GREEN GARDEN AYURVEDIC CENTER,A,Gampaha,79.84789,7.252517,United Kingdom
606,Tourist Shops,KREATIONS,C,Kandy,80.75,7.25,United Kingdom
607,Tourist Shops,LAKSHILA,B,Kandy,80.625828,7.295044,Ireland
608,Tourist Shops,ERIC SURIYASENA THE COLLECTION,B,Matale,80.656148,7.866782,United States of America
609,Tourist Shops,GUNATHILAKA BATIKS,A,Kandy,80.625828,7.295044,United Kingdom
610,Tourist Shops,NORITAKE LANKA PORCELAIN,C,Matale,80.75,7.66667,United Kingdom
611,Tourist Shops,LANKA CERAMIC,B,Colombo,80.01667,6.86667,United Kingdom
612,Tourist Shops,OAK RAY SILK GALLERY,C,Kandy,80.625828,7.295044,United Kingdom
613,Tourist Shops,OAK-RAY WOOD CARVING,A,Kandy,80.625828,7.295044,Israel
614,Tourist Shops,PREMADASA SOUVENIRS,A,Colombo,80.01667,6.86667,United Kingdom
615,Tourist Shops,WIJAYA GEMS,B,Kandy,80.01667,6.86667,United Kingdom
616,Tourist Shops,LANQUEENS GEMS &JEWELERS,C,Kalutara,79.99889854,6.43264941,United Kingdom
617,Tourist Shops,ZAM HANDICRAFT,C,Colombo,80.01667,6.86667,United Kingdom
618,Tourist Shops,ZAM HANDICRAFT,A,Kandy,80.625828,7.295044,United Kingdom
619,Tourist Shops,ZAM HANDICRAFT,B,Colombo,80.01667,6.86667,United Kingdom
620,Tourist Shops,SILK GARDENS,B,Kandy,80.625828,7.295044,United Kingdom
621,Tourist Shops,BATIK COLLECTION,C,Kandy,80.625828,7.295044,United Kingdom
622,Tourist Shops,CEYGEMS INTERNATIIONAL -KANDY,A,Kandy,80.625828,7.295044,Croatia
623,Tourist Shops,UNIXINGS,B,Colombo,80.01667,6.86667,United Kingdom
624,Tourist Shops,ISLAND BATIKS,C,Matale,80.75,7.66667,United Kingdom
625,Tourist Shops,CITY OF GEM MUSEUM,A,Kalutara,79.93051018,6.663972844,United Kingdom
626,Tourist Shops,HEMACHANDRA SILKS,C,Kandy,80.625828,7.295044,China
627,Tourist Shops,LAKVIDU GEM AND JEWELLERY AND UNIQUE ART GALLERY,B,Kandy,80.625828,7.295044,Poland
628,Tourist Shops,HENRY BATIKS,A,Matale,80.656148,7.866782,Ireland
629,Tourist Shops,GEMS CHAMBER-GEM BANK,C,Ratnapura,80.58333,6.58333,United Kingdom
630,Tourist Shops,THE EXOTIC,B,Colombo,80.01667,6.86667,Israel
631,Tourist Shops,TAPROSILK,C,Kandy,80.625828,7.295044,United Kingdom
632,Tourist Shops,HOUSE OF FASHION MEGA MALL,A,Colombo,80.01667,6.86667,United Kingdom
633,Tourist Shops,RATNAPURA GEM BUREAU,B,Ratnapura,80.4022975,6.680369112,Belgium
634,Tourist Shops,LAKRUKA,C,Badulla,80.78527797,7.353889057,Greece
635,Tourist Shops,HANDUNI'S GEMS & JEWELLERY EXPORT,A,Kandy,80.60709522,7.290725134,Portugal
636,Tourist Shops,OAK RAY GEM & JEWELLERY,B,Kandy,80.625828,7.295044,United Kingdom
637,Tourist Shops,KHIARDS,B,Colombo,80.01667,6.86667,United Kingdom
638,Tourist Shops,E.W.BALASURIYA & CO.,C,Kandy,80.625828,7.295044,United Kingdom
639,Tourist Shops,NATURAL GEMS & GEMOLOGICAL MUSEUM,A,Kandy,80.57619969,7.267811456,Israel
640,Tourist Shops,OAK-RAY CREATIONS BATIKS - MATALE,A,Matale,80.656148,7.866782,Finland
641,Tourist Shops,RU SHI GEMS,B,Colombo,79.85523624,6.895296554,France
642,Tourist Shops,BAZAAR AND COMPANY,C,Galle,80.223192,6.043279,United Kingdom
643,Tourist Shops,CEYLON SAPPHIRE COLLECTION,B,Galle,80.21224665,6.034630646,United States of America
644,Tourist Shops,PRIME TEA CEYLON,A,Colombo,80.01667,6.86667,United Kingdom
645,Tourist Shops,THE SILVER JEWELLERY SHOP,B,Colombo,79.87700832,6.892399325,United Arab Emirates
646,Tourist Shops,FINE GEM AND JEWELLERY,C,Colombo,80.01667,6.86667,United Kingdom
647,Travel Agents,EXOTIC TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,Israel
648,Travel Agents,HAMOOS TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
649,Travel Agents,WORLDLINK TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
650,Travel Agents,THE TRAVEL MARKET (PVT) LTD,A,Colombo,80.01667,6.86667,Netherlands
651,Travel Agents,TANGERINE TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
652,Travel Agents,SEIKOU LANKA TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
653,Travel Agents,HANA TRAVELS & TOURS (PVT) LTD,C,Colombo,79.89621755,6.909504175,Turkey
654,Travel Agents,FINTRAVEL (PVT) LTD,A,Colombo,80.01667,6.86667,Thailand
655,Travel Agents,MAGICAL ISLE HOLIDAYS (PVT) LTD,B,Colombo,79.893438,6.877014,United Kingdom
656,Travel Agents,TAPROBANE TRAVELS ( PVT ) LTD,A,Galle,80.21855017,6.03470033,United States of America
657,Travel Agents,CEYLON'S BEST TOURS (PVT) LTD,B,Galle,80.22576146,6.067078933,United States of America
658,Travel Agents,LANKA TRAVEL SERVICES,C,Colombo,79.90984342,6.913713265,United Kingdom
659,Travel Agents,GLOBAL CONNECTION TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Germany
660,Travel Agents,REGIONAL DEVELOPMENT HOLDINGS (PVT) LTD,A,Colombo,80.01667,6.86667,United States of America
661,Travel Agents,ADITHYA LANKA HOLIDAYS (PVT) LTD,B,Gampaha,80.12420037,7.168442605,United Kingdom
662,Travel Agents,GALLE TRAVLS & TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
663,Travel Agents,WILD HOLIDAYS TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,Ireland
664,Travel Agents,UNITED LEISURE (PVT) LTD,A,Colombo,80.01667,6.86667,United States of America
665,Travel Agents,VICCTORY TRAVELS,A,Colombo,80.01667,6.86667,Ireland
666,Travel Agents,IQRA TRAVELS & TOURS (PVT) LTD,B,Colombo,79.85523624,6.895296554,Germany
667,Travel Agents,MAL KEY TRAVELS & TOURS (PVT) LTD,C,Colombo,79.86957173,6.877356536,United Kingdom
668,Travel Agents,KAMWELTA TRAVEL & TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
669,Travel Agents,ASIAN ADVENTURES,C,Colombo,80.01667,6.86667,United Kingdom
670,Travel Agents,N M LANKA TRAVELS COMPANY,B,Colombo,80.01667,6.86667,United Kingdom
671,Travel Agents,UPALI TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
672,Travel Agents,M.D.GUNASENA TRAVEL INTERNATIONAL (PVT) LTD,A,Colombo,80.01667,6.86667,France
673,Travel Agents,A1 TRAVELS (PVT) LTD,C,Colombo,79.880242,6.838232,Switzerland
674,Travel Agents,GREEN HOLIDAY CENTRE (PVT) LTD,B,Colombo,80.01667,6.86667,Sweden
675,Travel Agents,CLASSIC TRAVEL (PVT) LTD,B,Colombo,80.01667,6.86667,Belgium
676,Travel Agents,ORIENT TOURS,A,Colombo,80.01667,6.86667,United Kingdom
677,Travel Agents,LANKA TRAVEL ASSOCIATES,C,Colombo,79.880242,6.838232,Croatia
678,Travel Agents,MACKWOODS TRAVELS (PRIVATE) LIMITED,A,Colombo,80.01667,6.86667,United Kingdom
679,Travel Agents,ACE TRAVELS & CONVENTIONS (PVT) LTD,B,Colombo,80.01667,6.86667,China
680,Travel Agents,YATHRA TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,Finland
681,Travel Agents,HIMPRAS TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,United States of America
682,Travel Agents,ACTIVE VACATIONS LANKA (PVT) LTD,A,Colombo,79.913892,6.897711,United Kingdom
683,Travel Agents,SKY WORLD TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
684,Travel Agents,J.Y. TRAVELS & TOURS,C,Colombo,80.01667,6.86667,United Kingdom
685,Travel Agents,RICHARD TRAVELS AND TOURS(PVT)LTD,A,Galle,80.223192,6.043279,United Kingdom
686,Travel Agents,SENSES HOLIDAY (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
687,Travel Agents,DANA TOURS & TRAVELS (PVT)LTD,B,Colombo,80.01667,6.86667,China
688,Travel Agents,NORAMIX TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,Italy
689,Travel Agents,AL ARAFATH TRAVELS & TOURS (PVT) LTD,A,Colombo,79.88664818,6.947950172,Singapore
690,Travel Agents,TROPICAL ASIA TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,Hong Kong
691,Travel Agents,CONCORD EXOTIC VOYAGES LANKA (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
692,Travel Agents,ACE HOLIDAY LANKA (PVT) LTD,C,Colombo,80.01667,6.86667,France
693,Travel Agents,EXPLORE VACATIONS & TRAVELS (PVT) LTD,B,Puttalam,80,8,United States of America
694,Travel Agents,TREE OF LIFE TRAVELS (PVT) LTD,A,Colombo,79.89064895,6.856583555,Australia
695,Travel Agents,LOKUGE TOURS & TRAVELS (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
696,Travel Agents,HOLIDAY ISLAND,B,Colombo,80.01667,6.86667,United Kingdom
697,Travel Agents,J.J. TOUR SERVICES (PVT) LIMITED,A,Colombo,80.01667,6.86667,United Kingdom
698,Travel Agents,M & S TRAVEL SOLUTIONS (PVT) LTD,C,Colombo,80.01667,6.86667,Australia
699,Travel Agents,TROPICAL TRAVEL HOLIDAYS (PVT) LTD,B,Colombo,80.01667,6.86667,Sweden
700,Travel Agents,KANOTA TOURS,C,Colombo,80.01667,6.86667,United States of America
701,Travel Agents,THE TRAVELEX,A,Colombo,80.01667,6.86667,Netherlands
702,Travel Agents,SONALY TOURS & TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,Italy
703,Travel Agents,SILVER LINE TOURS (PVT) LTD,B,Colombo,79.87758977,6.914816955,Thailand
704,Travel Agents,FAMICO TOURS & TRAVELS PRIVATE LIMITED,A,Kandy,80.625828,7.295044,United Kingdom
705,Travel Agents,CASONS TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,Thailand
706,Travel Agents,LANKAN HERITAGE & TOURS INTERNATIONAL (PVT) LIMITED,C,Gampaha,79.91026998,7.101315869,United Arab Emirates
707,Travel Agents,MODERN VOYAGES (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
708,Travel Agents,SPRINT TRAVELS & TOURS,B,Colombo,80.01667,6.86667,United Kingdom
709,Travel Agents,CEYLON TOURS LIMITED,A,Colombo,80.01667,6.86667,United States of America
710,Travel Agents,ICT TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
711,Travel Agents,SENOK TRAVEL (PVT)LTD,B,Colombo,80.01667,6.86667,Austria
712,Travel Agents,THE BOTTOM LINE,C,Colombo,80.01667,6.86667,Greece
713,Travel Agents,BUTTERFLIES (PVT) LTD,A,Colombo,79.866418,6.842919,United Kingdom
714,Travel Agents,GEM ISLAND TOURS & TRAVELS (PVT)LTD,A,Colombo,80.223192,6.043279,Taiwan
715,Travel Agents,TRAVEL SPACE (PVT) LIMITED,B,Kandy,80.625828,7.295044,Italy
716,Travel Agents,TRAVELATIONS (PVT) LTD,C,Colombo,80.01667,6.86667,Guernsey
717,Travel Agents,GUWANA TRAVELS & TOURS (PVT) LTD,C,Puttalam,79.84130787,7.342640734,Ireland
718,Travel Agents,LANKA TRAVEL OPERATORS (PVT) LIMITED,A,Colombo,79.84481997,6.934345537,Poland
719,Travel Agents,GRAY MACKENZIE TRAVELS (PVT)LTD,B,Colombo,80.01667,6.86667,United Kingdom
720,Travel Agents,TIME TRAVELS,B,Galle,80.223192,6.043279,United Kingdom
721,Travel Agents,CONTINENTS & OCEANS (PVT) LTD,C,Colombo,80.01667,6.86667,Lebanon
722,Travel Agents,LANKA VACATIONS (PVT) LTD,A,Colombo,80.01667,6.86667,Belgium
723,Travel Agents,LESLIE'S TOURS & TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Ireland
724,Travel Agents,MOULANA TRAVELS & TOURS (PVT)LTD,C,Colombo,79.85523624,6.895296554,United Kingdom
725,Travel Agents,FOOTPRINTS HOLIDAYS,A,Gampaha,79.894797,7.053406,United Kingdom
726,Travel Agents,SAFRA TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Russia
727,Travel Agents,LANKA HOLIDAY DESTINATIONS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
728,Travel Agents,TRAVEL LOUNGE (PVT) LTD,A,Colombo,80.01667,6.86667,Lebanon
729,Travel Agents,HERMES INTERNATIONAL LTD,C,Colombo,80.01667,6.86667,Latvia
730,Travel Agents,LEGACY TRAVELS (PVT) LTD,B,Colombo,79.94078857,6.795683175,United States of America
731,Travel Agents,SILVER SHORE HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,Australia
732,Travel Agents,GUIDING STAR HOLIDAYS,A,Colombo,79.888881,6.790527,Denmark
733,Travel Agents,SPARKLINK HOLIDAYS & TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,Australia
734,Travel Agents,ELEPHANT TRAVELS AND TOURS HOLDINGS (PVT) LTD,C,Colombo,79.86721356,6.891548219,India
735,Travel Agents,THE NEPPON ENTERPRISES (PVT) LTD,A,Colombo,80.01667,6.86667,Malaysia
736,Travel Agents,GOGO LANKA (PVT) LTD,B,Colombo,79.866418,6.842919,United Kingdom
737,Travel Agents,IDEA HOLIDAYS (PVT) LTD,B,Gampaha,79.92739077,6.978059805,United Kingdom
738,Travel Agents,RED APPLE TRAVEL & HOLIDAYS LANKA (PRIVATE) LIMITED,C,Colombo,79.87581499,6.891135147,United Kingdom
739,Travel Agents,ESCAPE HOLIDAYS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
740,Travel Agents,ISLAND LEISURE LANKA (PVT) LTD,A,Colombo,80.01667,6.86667,Austria
741,Travel Agents,SPARKLINK TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
742,Travel Agents,COMFORT TRAVELS & TOURS (PVT) LTD,C,Colombo,79.945297,6.834129,United Kingdom
743,Travel Agents,VILUXUR TOURISM (PVT) LTD,B,Colombo,80.01667,6.86667,Australia
744,Travel Agents,DAYA HOLIDAYS (PVT) LTD,A,Colombo,79.90170275,6.841059858,Saudi Arabia
745,Travel Agents,GLOBAL VILLAGE TRAVELS,B,Gampaha,79.843249,7.206416,Namibia
746,Travel Agents,TRAVEL ARCADE CEYLON (PVT) LTD,C,Puttalam,79.84138146,7.495416235,Brazil
747,Travel Agents,DESTINATION SERANDIB (PVT) LTD,A,Colombo,79.880242,6.838232,Australia
748,Travel Agents,L I C HOLIDAYS,C,Colombo,79.880242,6.838232,United States of America
749,Travel Agents,JOURNEY LANKA HOLIDAYS (PVT) LTD,B,Colombo,79.913892,6.897711,United Kingdom
750,Travel Agents,AIRTRAV (PVT) LTD,A,Colombo,80.01667,6.86667,Sweden
751,Travel Agents,ENJOY LANKA TOURS & TRAVELS,B,Colombo,80.01667,6.86667,United Kingdom
752,Travel Agents,DENGELO TOURING (PVT) LTD,C,Gampaha,79.894797,7.053406,United Kingdom
753,Travel Agents,CEYLON SHIPPING LINES LTD,C,Colombo,80.01667,6.86667,United Kingdom
754,Travel Agents,AYUBOWAN TOURS & TRAVELS (PVT) LTD,A,Gampaha,80.01667,6.86667,Canada
755,Travel Agents,DETROVES TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
756,Travel Agents,F & F TRAVELS,A,Colombo,79.86400388,6.926472029,United Kingdom
757,Travel Agents,U S TRAVELS & TOURS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
758,Travel Agents,RANDIYA TRAVELS (PVT) LTD,C,Puttalam,80,8,Thailand
759,Travel Agents,AMANATH TOURS & TRAVELS,C,Colombo,80.01667,6.86667,China
760,Travel Agents,EXOTIC GETAWAYS (PVT) LTD,A,Colombo,79.86960802,6.897904602,United Kingdom
761,Travel Agents,LOOK ASIA HOLIDAYS LANKA (PVT) LTD,B,Colombo,79.866418,6.842919,United Kingdom
762,Travel Agents,SAFFRON ISLAND (PVT) LTD,B,Colombo,80.01667,6.86667,Australia
763,Travel Agents,RAN TOURS,C,Puttalam,79.82830586,7.453959918,Canada
764,Travel Agents,HOLIDAYS BY DESIGN (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
765,Travel Agents,HAPPY LIFE TRAVELS & TOURS,A,Kurunegala,80.366868,7.486218,Germany
766,Travel Agents,INTERSUN TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Spain
767,Travel Agents,SAMBHUR VACATIONS & SAFARIS (PVT) LTD,C,Gampaha,79.92478064,7.123494813,United Kingdom
768,Travel Agents,LANKA SPORTREIZEN,A,Colombo,79.87730864,6.866502725,United States of America
769,Travel Agents,AMERASIAN TRAVELS (PVT) LTD,C,Colombo,80.01667,6.86667,Japan
770,Travel Agents,WORLD AVENUES (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
771,Travel Agents,QWEST DESTINATIONS (PVT) LTD,A,Colombo,80.01667,6.86667,Israel
772,Travel Agents,KAWAIKI TOURS & TRAVELS (PVT) LTD,A,Colombo,79.893438,6.877014,Italy
773,Travel Agents,HAFSA TRAVELS & TOURS (PVT) LTD,C,Puttalam,79.83367,8.031354,China
774,Travel Agents,ALOYS TRAVEL SERVICE (PVT) LTD,B,Gampaha,79.883006,6.9889,United Kingdom
775,Travel Agents,NUSRATH TOURS & TRAVELS,B,Kandy,80.625828,7.295044,Turkey
776,Travel Agents,TOUR SOLUTIONS LANKA (PVT) LTD,A,Colombo,80.01667,6.86667,Spain
777,Travel Agents,UMMUL QURA TRAVELS & TOURS (PVT) LTD,C,Ampara,81.81296644,7.4343584,United Kingdom
778,Travel Agents,TRAVEL WORLD (PVT) LTD,A,Colombo,80.01667,6.86667,Australia
779,Travel Agents,HEART ATTACHED (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
780,Travel Agents,AMERICAN LLOYD TRAVELS LTD,C,Colombo,80.01667,6.86667,Australia
781,Travel Agents,SETMIL TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,Australia
782,Travel Agents,SUDANS INTERNATIONAL TRAVELS AND TOURS (PVT) LTD,A,Gampaha,79.883006,6.9889,Saudi Arabia
783,Travel Agents,GULLIVERS TRAVELS (PRIVATE) LIMITED,B,Colombo,80.01667,6.86667,Hong Kong
784,Travel Agents,SELCO GLOBAL HOLIDAYS,C,Colombo,80.01667,6.86667,Ireland
785,Travel Agents,HERITAGE HOLIDAY LANKA (PVT) LTD,A,Gampaha,79.92739077,6.978059805,United States of America
786,Travel Agents,V V K TOURS & TRAVELS (PVT) LTD,B,Colombo,80.5675691,7.239092381,Israel
787,Travel Agents,LECS TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,Hong Kong
788,Travel Agents,THE BOTTOM LINE HOLIDAYS (PVT) LIMITED,C,Colombo,80.01667,6.86667,Japan
789,Travel Agents,AIRPORT TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
790,Travel Agents,A J TRAVEL,A,Colombo,79.888881,6.790527,United States of America
791,Travel Agents,AL-AQSA GLOBAL (PVT)LTD,B,Colombo,79.866418,6.842919,United States of America
792,Travel Agents,ASIAN WINGS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
793,Travel Agents,WAYFARERS (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
794,Travel Agents,EURO ASIA TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
795,Travel Agents,AKQUASUN LANKA (PVT) LIMITED,B,Colombo,80.01667,6.86667,Finland
796,Travel Agents,HELANKA VACATIONS (PTE) LTD,B,Colombo,80.01667,6.86667,United Kingdom
797,Travel Agents,MULTHAZAM ENTERPRISES & TRAVELS,A,Ampara,81.83417098,7.394464575,United Kingdom
798,Travel Agents,AATHIKA HAJ TRAVELS,C,Kandy,80.625828,7.295044,Oman
799,Travel Agents,CEYLINE TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United Arab Emirates
800,Travel Agents,BENCHMARK HOLIDAYS,C,Colombo,80.01667,6.86667,Ireland
801,Travel Agents,A BAUR & CO. (TRAVEL) LTD,A,Colombo,80.01667,6.86667,Sweden
802,Travel Agents,AIR MARK TRAVELS & TOURS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
803,Travel Agents,LUXE ASIA (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
804,Travel Agents,I TRAVEL (PVT) LTD,A,Colombo,80.01667,6.86667,Switzerland
805,Travel Agents,MALDIVIANA HOLIDAYS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
806,Travel Agents,L.T.O. HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
807,Travel Agents,AR TRAVELS & TOURS,B,Colombo,80.01667,6.86667,Australia
808,Travel Agents,COUNTRY FEELING HOLIDAYS (PVT) LTD,B,Colombo,79.888881,6.790527,Netherlands
809,Travel Agents,N P S TRAVELS (PVT) LTD,A,Gampaha,80,7.13333,United Kingdom
810,Travel Agents,M P S HAJ TRAVELS,C,Puttalam,80,8,United Kingdom
811,Travel Agents,ROYAL AL FATHIMA TRAVELS,B,Trincomalee,81.216793,8.578088,United Kingdom
812,Travel Agents,LIFE LEISURE HOLIDAYS (PVT) LTD,C,Colombo,80.01667,6.86667,China
813,Travel Agents,TGL LANKA TRAVELS (PTE) LTD,A,Kurunegala,80.366868,7.486218,China
814,Travel Agents,DREAM VACATIONS (PVT) LTD,A,Colombo,79.89621755,6.909504175,United Kingdom
815,Travel Agents,AJWA TRAVELS,B,Colombo,79.89618553,6.93722362,United Kingdom
816,Travel Agents,UNIGLOBE LEISURE WORLD TRAVEL (PVT) LTD,C,Colombo,80.01667,6.86667,Australia
817,Travel Agents,SERENDIVUS INTERNATIONAL (PRIVATE) LIMITED,C,Colombo,80.01667,6.86667,United States of America
818,Travel Agents,AMADIV HOLIDAYS LANKA (PVT) LTD,A,Gampaha,79.843249,7.206416,United Kingdom
819,Travel Agents,WALKSONS TOURIST (PRIVATE) LIMITED,B,Kurunegala,80.366868,7.486218,United States of America
820,Travel Agents,JNW LANKA TOURS,B,Colombo,79.86763048,6.927841536,United Kingdom
821,Travel Agents,INTERNATIONAL TRAVEL BUREAU (PVT) LTD,C,Colombo,79.86763048,6.927841536,United States of America
822,Travel Agents,LETS TRAVEL (PRIVATE ) LIMITED,A,Colombo,80.01667,6.86667,United Kingdom
823,Travel Agents,EXOTIC HOLIDAYS INTERNATIONAL (PVT) LTD,B,Colombo,80.01667,6.86667,United Kingdom
824,Travel Agents,AIRWING TOURS (PVT) LTD,C,Gampaha,79.843249,7.206416,United Kingdom
825,Travel Agents,EXOTIC GLOBAL HOLIDAYS (PRIVATE) LIMITED,A,Colombo,80.01667,6.86667,Ireland
826,Travel Agents,KHAIRAZ INTERNATIONAL TRAVELS & TOURS,C,Colombo,80.01667,6.86667,United Kingdom
827,Travel Agents,WHITTALL BOUSTEAD (TRAVEL) LTD,B,Colombo,80.01667,6.86667,South Africa
828,Travel Agents,PRIME VACATIONS (PVT) LTD,A,Colombo,79.913892,6.897711,Australia
829,Travel Agents,LION ROYAL (PVT) LTD,C,Colombo,80.01667,6.86667,United Kingdom
830,Travel Agents,LANKA VISION HOLIDAYS (PVT) LTD,B,Gampaha,80.01667,6.86667,United Kingdom
831,Travel Agents,WAYAMBA LANKA TRAVELS & TOURS CO-OPERATIVE SOCIETY LIMITED,C,Kurunegala,80.366868,7.486218,United States of America
832,Travel Agents,HAJARA TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,United Kingdom
833,Travel Agents,I-TECH TOURS & TRAVELS (PVT) LTD,B,Gampaha,79.92739077,6.978059805,United Kingdom
834,Travel Agents,WORLD LANKA TOURS (PVT) LTD,C,Colombo,79.87758977,6.914816955,United Kingdom
835,Travel Agents,SEE LANKA TRAVELS (PVT) LTD,A,Colombo,80.01667,6.86667,Norway
836,Travel Agents,AERO LANKA TOURS AND TRAVELS (PVT) LTD,B,Colombo,80.01667,6.86667,United States of America
837,Travel Agents,HOLIDAY PARK (PVT) LTD,B,Colombo,79.880242,6.838232,Finland
838,Travel Agents,SHAN TOURS INTERNATIONAL (PVT) LTD,C,Galle,80.223192,6.043279,United Kingdom
839,Travel Agents,MINA TRAVELS & TOURS (PVT) LTD,A,Colombo,80.01667,6.86667,Sweden
